Date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player_Id,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_Id_2,X_Coordinate_2,Y_Coordinate_2
11/15/2024,Team C,Team D,2,1:40,4,5,1,1,Team D,13,Dump In/Out,12,-39.5,Lost,,,,,,
11/15/2024,Team C,Team D,2,1:40,4,5,1,1,Team D,13,Zone Entry,25,-38.5,Dumped,,,,41.0,,
11/15/2024,Team C,Team D,2,1:36,4,5,1,1,Team C,55,Puck Recovery,87,34.5,,,,,,,
11/15/2024,Team C,Team D,2,1:36,4,5,1,1,Team C,55,Dump In/Out,87,34.5,Lost,,,,,,
11/15/2024,Team C,Team D,2,1:31,4,5,1,1,Team D,47,Puck Recovery,-70,26.5,,,,,,,
11/15/2024,Team C,Team D,2,1:27,4,5,1,1,Team D,47,Play,-20,-1.5,Direct,,,,18.0,5.0,-37.5
11/15/2024,Team C,Team D,2,1:25,4,5,1,1,Team D,18,Zone Entry,25,-38.5,Carried,,,,41.0,,
11/15/2024,Team C,Team D,2,1:23,4,5,1,1,Team D,18,Incomplete Play,38,-40.5,Indirect,,,,27.0,39.0,-40.5
11/15/2024,Team C,Team D,2,1:20,4,5,1,1,Team C,41,Puck Recovery,37,-20.5,,,,,,,
11/15/2024,Team C,Team D,2,1:19,4,5,1,1,Team C,41,Play,30,-12.5,Direct,,,,91.0,13.0,-24.5
11/15/2024,Team C,Team D,2,1:18,4,5,1,1,Team D,18,Puck Recovery,3,-27.5,,,,,,,
11/15/2024,Team C,Team D,2,1:16,4,5,1,1,Team D,18,Play,-22,-30.5,Direct,,,,47.0,-43.0,-7.5
11/15/2024,Team C,Team D,2,1:13,4,5,1,1,Team D,47,Play,-42,24.5,Direct,,,,27.0,6.0,14.5
11/15/2024,Team C,Team D,2,1:11,4,5,1,1,Team D,27,Zone Entry,24,26.5,Carried,,,,55.0,,
11/15/2024,Team C,Team D,2,1:10,4,5,1,1,Team D,27,Play,35,16.5,Direct,,,,18.0,43.0,-22.5
11/15/2024,Team C,Team D,2,1:06,4,5,1,1,Team D,18,Play,85,-36.5,Indirect,,,,28.0,69.0,42.5
11/15/2024,Team C,Team D,2,1:03,4,5,1,1,Team D,28,Play,85,37.5,Direct,,,,18.0,95.0,0.5
11/15/2024,Team C,Team D,2,1:01,4,5,1,1,Team D,18,Play,96,-0.5,Indirect,,,,28.0,93.0,29.5
11/15/2024,Team C,Team D,2,1:00,4,5,1,1,Team C,55,Puck Recovery,93,29.5,,,,,,,
11/15/2024,Team C,Team D,2,0:59,4,5,1,1,Team C,55,Dump In/Out,93,29.5,Lost,,,,,,
11/15/2024,Team C,Team D,2,0:55,4,5,1,1,Team D,Go,Puck Recovery,-98,5.5,,,,,,,
11/15/2024,Team C,Team D,2,0:52,4,5,1,1,Team D,Go,Play,-96,1.5,Indirect,,,,47.0,-96.0,1.5
11/15/2024,Team C,Team D,2,0:46,4,5,1,1,Team D,47,Play,-59,3.5,Direct,,,,49.0,-29.0,-30.5
11/15/2024,Team C,Team D,3,15:00,5,4,1,2,Team C,70,Faceoff Win,69,-21.5,Backhand,,,,45.0,,
11/15/2024,Team C,Team D,3,14:59,5,4,1,2,Team C,55,Puck Recovery,30,-23.5,,,,,,,
11/15/2024,Team C,Team D,3,14:57,5,4,1,2,Team C,55,Play,31,-6.5,Direct,,,,91.0,49.0,-32.5
11/15/2024,Team C,Team D,3,14:55,5,4,1,2,Team C,91,Play,66,-30.5,Direct,,,,62.0,94.0,-8.5
11/15/2024,Team C,Team D,3,14:53,5,4,1,2,Team C,62,Play,92,-17.5,Direct,,,,91.0,69.0,-39.5
11/15/2024,Team C,Team D,3,14:51,5,4,1,2,Team C,91,Play,72,-28.5,Direct,,,,55.0,32.0,-18.5
11/15/2024,Team C,Team D,3,14:49,5,4,1,2,Team C,55,Shot,32,-11.5,Wristshot,Missed,1.0,f,,,
11/15/2024,Team C,Team D,3,14:48,5,4,1,2,Team C,70,Shot,67,-2.5,Deflection,Missed,0.0,f,,,
11/15/2024,Team C,Team D,3,14:47,5,4,1,2,Team D,2,Puck Recovery,92,28.5,,,,,,,
11/15/2024,Team C,Team D,3,14:47,5,4,1,2,Team D,2,Incomplete Play,92,28.5,Indirect,,,,47.0,94.0,11.5
11/15/2024,Team C,Team D,3,14:43,5,4,1,2,Team C,70,Puck Recovery,94,14.5,,,,,,,
11/15/2024,Team C,Team D,3,14:43,5,4,1,2,Team C,70,Incomplete Play,94,14.5,Indirect,,,,55.0,59.0,38.5
11/15/2024,Team C,Team D,3,14:41,5,4,1,2,Team D,41,Takeaway,73,41.5,,,,,,,
11/15/2024,Team C,Team D,3,14:41,5,4,1,2,Team D,41,Dump In/Out,73,41.5,Lost,,,,,,
11/15/2024,Team C,Team D,3,14:35,5,4,1,2,Team C,91,Puck Recovery,-80,39.5,,,,,,,
11/15/2024,Team C,Team D,3,14:35,5,4,1,2,Team C,91,Play,-80,39.5,Indirect,,,,26.0,-82.0,-31.5
11/15/2024,Team C,Team D,3,14:31,5,4,1,2,Team C,26,Play,-82,-31.5,Indirect,,,,55.0,-98.0,-13.5
11/15/2024,Team C,Team D,3,14:24,5,4,1,2,Team C,55,Play,4,-23.5,Direct,,,,91.0,-36.0,-23.5
11/15/2024,Team C,Team D,3,14:23,5,4,1,2,Team C,91,Play,-36,-23.5,Direct,,,,62.0,-7.0,8.5
11/15/2024,Team C,Team D,3,14:20,5,4,1,2,Team C,62,Zone Entry,25,5.5,Carried,,,,7.0,,
11/15/2024,Team C,Team D,3,14:20,5,4,1,2,Team C,62,Play,34,-3.5,Direct,,,,26.0,35.0,-29.5
11/15/2024,Team C,Team D,3,14:18,5,4,1,2,Team C,26,Play,40,-1.5,Direct,,,,55.0,34.0,24.5
11/15/2024,Team C,Team D,3,14:14,5,4,1,2,Team D,4,Puck Recovery,75,41.5,,,,,,,
11/15/2024,Team C,Team D,3,14:14,5,4,1,2,Team D,4,Dump In/Out,75,41.5,Lost,,,,,,
11/15/2024,Team C,Team D,3,14:10,5,4,1,2,Team C,Go,Puck Recovery,-82,9.5,,,,,,,
11/15/2024,Team C,Team D,3,14:08,5,4,1,2,Team C,Go,Play,-87,10.5,Indirect,,,,55.0,-98.0,7.5
11/15/2024,Team C,Team D,3,13:59,5,4,1,2,Team C,55,Zone Entry,25,4.5,Carried,,,,4.0,,
11/15/2024,Team C,Team D,3,13:57,5,4,1,2,Team C,55,Play,36,31.5,Indirect,,,,70.0,31.0,39.5
11/15/2024,Team C,Team D,3,13:56,5,4,1,2,Team C,70,Play,31,39.5,Direct,,,,91.0,29.0,-11.5
11/15/2024,Team C,Team D,3,13:54,5,4,1,2,Team C,91,Incomplete Play,34,-8.5,Direct,,,,62.0,40.0,11.5
11/15/2024,Team C,Team D,3,13:54,5,4,1,2,Team D,28,Takeaway,38,-9.5,,,,,,,
11/15/2024,Team C,Team D,3,13:51,5,4,1,2,Team D,28,Incomplete Play,-6,-24.5,Direct,,,,27.0,-7.0,8.5
11/15/2024,Team C,Team D,3,13:48,5,4,1,2,Team C,62,Puck Recovery,-69,-37.5,,,,,,,
11/15/2024,Team C,Team D,3,13:45,5,4,1,2,Team C,62,Play,-59,-2.5,Indirect,,,,70.0,-71.0,-12.5
11/15/2024,Team C,Team D,3,13:42,5,4,1,2,Team C,89,Puck Recovery,-86,-27.5,,,,,,,
11/15/2024,Team C,Team D,3,13:33,5,4,1,2,Team C,89,Play,-22,3.5,Direct,,,,92.0,7.0,-27.5
11/15/2024,Team C,Team D,3,13:32,5,4,1,2,Team C,92,Zone Entry,24,-32.5,Carried,,,,47.0,,
11/15/2024,Team C,Team D,3,13:29,5,4,1,2,Team C,28,Puck Recovery,44,-35.5,,,,,,,
11/15/2024,Team C,Team D,3,13:29,5,4,1,2,Team C,28,Play,44,-35.5,Direct,,,,89.0,36.0,-20.5
11/15/2024,Team C,Team D,3,13:27,5,4,1,2,Team C,89,Incomplete Play,42,-5.5,Direct,,,,92.0,76.0,-9.5
11/15/2024,Team C,Team D,3,13:23,5,4,1,2,Team C,84,Puck Recovery,74,31.5,,,,,,,
11/15/2024,Team C,Team D,3,13:23,5,4,1,2,Team C,84,Dump In/Out,74,31.5,Retained,,,,,,
11/15/2024,Team C,Team D,3,13:21,5,4,1,2,Team C,14,Puck Recovery,14,35.5,,,,,,,
11/15/2024,Team C,Team D,3,13:18,5,4,1,2,Team C,14,Play,-38,16.5,Direct,,,,84.0,-7.0,29.5
11/15/2024,Team C,Team D,3,13:15,5,4,1,2,Team C,84,Play,-32,6.5,Direct,,,,14.0,-15.0,37.5
11/15/2024,Team C,Team D,3,13:12,5,4,1,2,Team C,14,Zone Entry,25,26.5,Carried,,,,2.0,,
11/15/2024,Team C,Team D,3,13:11,5,4,1,2,Team C,14,Play,39,26.5,Direct,,,,28.0,43.0,29.5
11/15/2024,Team C,Team D,3,13:09,5,4,1,2,Team C,92,Puck Recovery,51,40.5,,,,,,,
11/15/2024,Team C,Team D,3,13:08,5,4,1,2,Team C,92,Incomplete Play,68,35.5,Direct,,,,84.0,69.0,-12.5
11/15/2024,Team C,Team D,3,13:06,5,4,1,2,Team D,47,Puck Recovery,80,-33.5,,,,,,,
11/15/2024,Team C,Team D,3,13:01,5,4,1,2,Team D,47,Play,53,-34.5,Direct,,,,41.0,-7.0,-35.5
11/15/2024,Team C,Team D,3,2:36,5,6,3,2,Team D,45,Faceoff Win,-20,22.5,Backhand,,,,89.0,,
11/15/2024,Team C,Team D,3,2:31,5,6,3,2,Team C,14,Puck Recovery,-85,35.5,,,,,,,
11/15/2024,Team C,Team D,3,2:30,5,6,3,2,Team C,14,Dump In/Out,-85,35.5,Lost,,,,,,
11/15/2024,Team C,Team D,3,2:26,5,6,3,2,Team D,47,Puck Recovery,35,38.5,,,,,,,
11/15/2024,Team C,Team D,3,2:20,5,6,3,2,Team D,47,Play,-6,2.5,Direct,,,,13.0,-18.0,40.5
11/15/2024,Team C,Team D,3,2:19,5,6,3,2,Team D,13,Zone Entry,-26,39.5,Carried,,,,14.0,,
11/15/2024,Team C,Team D,3,2:18,5,6,3,2,Team D,13,Incomplete Play,-35,39.5,Direct,,,,45.0,-35.0,-22.5
11/15/2024,Team C,Team D,3,2:15,5,6,3,2,Team C,89,Puck Recovery,-15,-34.5,,,,,,,
11/15/2024,Team C,Team D,3,2:13,5,6,3,2,Team C,89,Dump In/Out,11,-21.5,Retained,,,,,,
11/15/2024,Team C,Team D,3,2:11,5,6,3,2,Team C,89,Puck Recovery,36,24.5,,,,,,,
11/15/2024,Team C,Team D,3,2:00,5,6,3,2,Team C,46,Puck Recovery,-96,12.5,,,,,,,
11/15/2024,Team C,Team D,3,1:57,5,6,3,2,Team C,46,Play,-96,-12.5,Indirect,,,,26.0,-56.0,-35.5
11/15/2024,Team C,Team D,3,1:55,5,6,3,2,Team C,26,Dump In/Out,-56,-35.5,Lost,,,,,,
11/15/2024,Team C,Team D,3,1:52,5,6,3,2,Team D,44,Puck Recovery,42,-25.5,,,,,,,
11/15/2024,Team C,Team D,3,1:51,5,6,3,2,Team D,44,Play,70,15.5,Indirect,,,,41.0,13.0,37.5
11/15/2024,Team C,Team D,3,1:46,5,6,3,2,Team C,62,Puck Recovery,17,40.5,,,,,,,
11/15/2024,Team C,Team D,3,1:44,5,6,3,2,Team D,41,Puck Recovery,17,40.5,,,,,,,
11/15/2024,Team C,Team D,3,1:44,5,6,3,2,Team D,41,Play,17,40.5,Direct,,,,14.0,50.0,35.5
11/15/2024,Team C,Team D,3,1:42,5,6,3,2,Team D,14,Play,61,29.5,Direct,,,,7.0,70.0,-16.5
11/15/2024,Team C,Team D,3,1:40,5,6,3,2,Team D,7,Play,48,-23.5,Direct,,,,41.0,16.0,38.5
11/15/2024,Team C,Team D,3,1:37,5,6,3,2,Team D,41,Dump In/Out,-7,36.5,Retained,,,,,,
11/15/2024,Team C,Team D,3,1:37,5,6,3,2,Team D,41,Zone Entry,-26,38.5,Dumped,,,,14.0,,
11/15/2024,Team C,Team D,3,1:34,5,6,3,2,Team D,28,Puck Recovery,-62,-36.5,,,,,,,
11/15/2024,Team C,Team D,3,1:34,5,6,3,2,Team D,28,Play,-62,-36.5,Direct,,,,14.0,-87.0,-18.5
11/15/2024,Team C,Team D,3,1:33,5,6,3,2,Team D,14,Play,-87,-18.5,Direct,,,,18.0,-69.0,-14.5
11/15/2024,Team C,Team D,3,1:32,5,6,3,2,Team C,26,Puck Recovery,-76,-16.5,,,,,,,
11/15/2024,Team C,Team D,3,1:27,5,6,3,2,Team C,91,Puck Recovery,-61,-24.5,,,,,,,
11/15/2024,Team C,Team D,3,1:27,5,6,3,2,Team C,91,Play,-61,-24.5,Direct,,,,62.0,-59.0,-14.5
11/15/2024,Team C,Team D,3,1:26,5,6,3,2,Team C,62,Dump In/Out,-49,-13.5,Lost,,,,,,
11/15/2024,Team C,Team D,3,1:22,5,6,3,2,Team D,44,Puck Recovery,52,-33.5,,,,,,,
11/15/2024,Team C,Team D,3,1:15,5,6,3,2,Team D,44,Play,60,2.5,Direct,,,,25.0,38.0,36.5
11/15/2024,Team C,Team D,3,1:12,5,6,3,2,Team D,25,Dump In/Out,-19,40.5,Lost,,,,,,
11/15/2024,Team C,Team D,3,1:12,5,6,3,2,Team D,25,Zone Entry,-26,39.5,Dumped,,,,41.0,,
11/15/2024,Team C,Team D,3,1:08,5,6,3,2,Team C,28,Puck Recovery,-71,-37.5,,,,,,,
11/15/2024,Team C,Team D,3,1:05,5,6,3,2,Team C,28,Play,-75,-36.5,Indirect,,,,41.0,-95.0,-6.5
11/15/2024,Team C,Team D,3,1:03,5,6,3,2,Team C,41,Incomplete Play,-95,-6.5,Indirect,,,,84.0,-51.0,38.5
11/15/2024,Team C,Team D,3,0:58,5,6,3,2,Team D,45,Puck Recovery,93,-7.5,,,,,,,
11/15/2024,Team C,Team D,3,0:58,5,6,3,2,Team D,45,Faceoff Win,-69,-21.5,Backhand,,,,70.0,,
11/15/2024,Team C,Team D,3,0:55,5,6,3,2,Team D,19,Puck Recovery,-61,-15.5,,,,,,,
11/15/2024,Team C,Team D,3,0:54,5,6,3,2,Team D,19,Play,-61,-15.5,Direct,,,,44.0,-36.0,-23.5
11/15/2024,Team C,Team D,3,0:52,5,6,3,2,Team D,44,Play,-32,-18.5,Direct,,,,19.0,-46.0,-34.5
11/15/2024,Team C,Team D,3,0:50,5,6,3,2,Team D,19,Play,-46,-36.5,Indirect,,,,45.0,-98.0,-16.5
11/15/2024,Team C,Team D,3,0:47,5,6,3,2,Team C,41,Puck Recovery,-85,-32.5,,,,,,,
11/15/2024,Team C,Team D,3,0:45,5,6,3,2,Team C,41,Puck Recovery,-97,-7.5,,,,,,,
11/15/2024,Team C,Team D,3,0:42,5,6,3,2,Team D,19,Puck Recovery,-59,-36.5,,,,,,,
11/15/2024,Team C,Team D,3,0:41,5,6,3,2,Team C,70,Puck Recovery,-59,-36.5,,,,,,,
11/15/2024,Team C,Team D,3,0:40,5,6,3,2,Team C,70,Dump In/Out,-59,-36.5,Lost,,,,,,
11/15/2024,Team C,Team D,3,0:35,5,6,3,2,Team D,13,Puck Recovery,93,19.5,,,,,,,
11/15/2024,Team C,Team D,3,0:35,5,6,3,2,Team D,14,Faceoff Win,-69,22.5,Backhand,,,,70.0,,
11/15/2024,Team C,Team D,3,0:35,5,6,3,2,Team D,41,Puck Recovery,-61,17.5,,,,,,,
11/15/2024,Team C,Team D,3,0:35,5,6,3,2,Team D,41,Play,-61,17.5,Direct,,,,44.0,-35.0,22.5
11/15/2024,Team C,Team D,3,0:33,5,6,3,2,Team D,44,Shot,-35,5.5,Wristshot,On Net,1.0,f,,,
11/15/2024,Team C,Team D,3,0:31,5,6,3,2,Team C,12,Faceoff Win,-69,22.5,Backhand,,,,14.0,,
11/15/2024,Team C,Team D,3,0:30,5,6,3,2,Team C,14,Puck Recovery,-88,24.5,,,,,,,
11/15/2024,Team C,Team D,3,0:27,5,6,3,2,Team C,12,Faceoff Win,-69,22.5,Backhand,,,,14.0,,
11/15/2024,Team C,Team D,3,0:25,5,6,3,2,Team C,46,Puck Recovery,-76,18.5,,,,,,,
11/15/2024,Team C,Team D,3,0:25,5,6,3,2,Team C,46,Incomplete Play,-76,18.5,Indirect,,,,67.0,-72.0,32.5
11/15/2024,Team C,Team D,3,0:23,5,6,3,2,Team D,14,Takeaway,-73,32.5,,,,,,,
11/15/2024,Team C,Team D,3,0:22,5,6,3,2,Team C,67,Puck Recovery,-64,41.5,,,,,,,
11/15/2024,Team C,Team D,3,0:22,5,6,3,2,Team C,67,Dump In/Out,-64,41.5,Lost,,,,,,
11/15/2024,Team C,Team D,3,0:17,5,6,3,2,Team D,47,Puck Recovery,75,33.5,,,,,,,
11/15/2024,Team C,Team D,3,0:17,5,6,3,2,Team D,47,Play,75,33.5,Indirect,,,,44.0,59.0,39.5
11/15/2024,Team C,Team D,3,0:14,5,6,3,2,Team D,44,Play,80,37.5,Indirect,,,,14.0,96.0,8.5
11/15/2024,Team C,Team D,3,0:10,5,6,3,2,Team D,20,Penalty Taken,76,28.5,Interference,,,,89.0,,
11/15/2024,Team C,Team D,3,0:10,5,4,3,2,Team D,45,Faceoff Win,69,-21.5,Backhand,,,,91.0,,
11/15/2024,Team C,Team D,3,0:09,5,4,3,2,Team D,7,Puck Recovery,80,-22.5,,,,,,,
