Image Id,Period,Game Clock,Player or Puck,Team,Player Id,Rink Location X (Feet),Rink Location Y (Feet),Rink Location Z (Feet),Goal Score
2024-11-16 Team F @ Team E_161302,2,17:03,Player,Home,42,-74.63862,36.2161,1.0,
2024-11-16 Team F @ Team E_161302,2,17:03,Player,Home,46,-83.40216,5.867468,1.0,
2024-11-16 Team F @ Team E_161302,2,17:03,Player,Away,64,-80.7337,20.38919,1.0,
2024-11-16 Team F @ Team E_161302,2,17:03,Player,Away,Go,-86.33774,1.241419,1.0,
2024-11-16 Team F @ Team E_161302,2,17:03,Player,Away,55,-79.44773,0.7796196,1.0,
2024-11-16 Team F @ Team E_161302,2,17:03,Player,Away,21,-57.35744,-7.980964,1.0,
2024-11-16 Team F @ Team E_161302,2,17:03,Player,Away,91,-68.09354,18.33369,1.0,
2024-11-16 Team F @ Team E_161302,2,17:03,Puck,,,-87.19272,34.88039,0.06557377,
2024-11-16 Team F @ Team E_161303,2,17:03,Player,Home,36,-70.70852,-22.26555,1.0,
2024-11-16 Team F @ Team E_161303,2,17:03,Player,Home,19,-68.18921,12.64235,1.0,
2024-11-16 Team F @ Team E_161303,2,17:03,Player,Home,42,-75.2457,36.31171,1.0,
2024-11-16 Team F @ Team E_161303,2,17:03,Player,Home,46,-83.35337,5.730865,1.0,
2024-11-16 Team F @ Team E_161303,2,17:03,Player,Away,64,-80.93571,21.23958,1.0,
2024-11-16 Team F @ Team E_161303,2,17:03,Player,Away,Go,-86.34003,1.208704,1.0,
2024-11-16 Team F @ Team E_161303,2,17:03,Player,Away,55,-79.53459,0.8316646,1.0,
2024-11-16 Team F @ Team E_161303,2,17:03,Player,Away,21,-57.63282,-7.804213,1.0,
2024-11-16 Team F @ Team E_161303,2,17:03,Player,Away,91,-68.11016,18.57904,1.0,
2024-11-16 Team F @ Team E_161303,2,17:03,Puck,,,-86.9979,34.85872,0.06557377,
2024-11-16 Team F @ Team E_161304,2,17:03,Player,Home,36,-70.68774,-22.29085,1.0,
2024-11-16 Team F @ Team E_161304,2,17:03,Player,Home,19,-68.41442,13.02636,1.0,
2024-11-16 Team F @ Team E_161304,2,17:03,Player,Home,42,-75.88187,36.47583,1.0,
2024-11-16 Team F @ Team E_161304,2,17:03,Player,Home,46,-83.38665,5.768347,1.0,
2024-11-16 Team F @ Team E_161304,2,17:03,Player,Away,64,-81.13816,22.16197,1.0,
2024-11-16 Team F @ Team E_161304,2,17:03,Player,Away,Go,-86.38488,1.300181,1.0,
2024-11-16 Team F @ Team E_161304,2,17:03,Player,Away,55,-79.67462,0.9323761,1.0,
2024-11-16 Team F @ Team E_161304,2,17:03,Player,Away,21,-58.03423,-7.450567,1.0,
2024-11-16 Team F @ Team E_161304,2,17:03,Player,Away,91,-68.21127,18.99041,1.0,
2024-11-16 Team F @ Team E_161304,2,17:03,Puck,,,-86.85695,34.96128,0.06557377,
2024-11-16 Team F @ Team E_161305,2,17:03,Player,Home,36,-70.80767,-22.26483,1.0,
2024-11-16 Team F @ Team E_161305,2,17:03,Player,Home,19,-68.6254,13.24368,1.0,
2024-11-16 Team F @ Team E_161305,2,17:03,Player,Home,42,-76.43708,36.42967,1.0,
2024-11-16 Team F @ Team E_161305,2,17:03,Player,Home,46,-83.6516,5.913741,1.0,
2024-11-16 Team F @ Team E_161305,2,17:03,Player,Away,64,-81.28915,22.86465,1.0,
2024-11-16 Team F @ Team E_161305,2,17:03,Player,Away,Go,-86.38865,1.233225,1.0,
2024-11-16 Team F @ Team E_161305,2,17:03,Player,Away,55,-79.74859,0.8791695,1.0,
2024-11-16 Team F @ Team E_161305,2,17:03,Player,Away,21,-58.37823,-7.255853,1.0,
2024-11-16 Team F @ Team E_161305,2,17:03,Player,Away,91,-68.42013,19.39971,1.0,
2024-11-16 Team F @ Team E_161305,2,17:03,Puck,,,-86.66321,34.84439,0.06557377,
2024-11-16 Team F @ Team E_161306,2,17:03,Player,Home,36,-70.80068,-22.28238,1.0,
2024-11-16 Team F @ Team E_161306,2,17:03,Player,Home,19,-68.85508,13.61296,1.0,
2024-11-16 Team F @ Team E_161306,2,17:03,Player,Home,42,-76.89311,36.35705,1.0,
2024-11-16 Team F @ Team E_161306,2,17:03,Player,Home,46,-83.74495,5.91981,1.0,
2024-11-16 Team F @ Team E_161306,2,17:03,Player,Away,64,-81.24997,23.36609,1.0,
2024-11-16 Team F @ Team E_161306,2,17:03,Player,Away,Go,-86.33954,1.17262,1.0,
2024-11-16 Team F @ Team E_161306,2,17:03,Player,Away,55,-79.77465,0.8212371,1.0,
2024-11-16 Team F @ Team E_161306,2,17:03,Player,Away,21,-58.72361,-6.963049,1.0,
2024-11-16 Team F @ Team E_161306,2,17:03,Player,Away,91,-68.49967,19.74573,1.0,
2024-11-16 Team F @ Team E_161306,2,17:03,Puck,,,-86.54334,34.88954,0.06557377,
2024-11-16 Team F @ Team E_161307,2,17:03,Player,Home,36,-70.91911,-22.2542,1.0,
2024-11-16 Team F @ Team E_161307,2,17:03,Player,Home,19,-69.15934,13.94942,1.0,
2024-11-16 Team F @ Team E_161307,2,17:03,Player,Home,42,-77.41797,36.42626,1.0,
2024-11-16 Team F @ Team E_161307,2,17:03,Player,Home,46,-83.89091,5.922482,1.0,
2024-11-16 Team F @ Team E_161307,2,17:03,Player,Away,64,-81.41102,24.03255,1.0,
2024-11-16 Team F @ Team E_161307,2,17:03,Player,Away,Go,-86.43616,1.13393,1.0,
2024-11-16 Team F @ Team E_161307,2,17:03,Player,Away,55,-79.92187,0.7902747,1.0,
2024-11-16 Team F @ Team E_161307,2,17:03,Player,Away,21,-59.10934,-6.707354,1.0,
2024-11-16 Team F @ Team E_161307,2,17:03,Player,Away,91,-68.66577,20.13356,1.0,
2024-11-16 Team F @ Team E_161307,2,17:03,Puck,,,-86.59341,34.85469,0.06557377,
2024-11-16 Team F @ Team E_161308,2,17:03,Player,Home,36,-70.91537,-22.26495,1.0,
2024-11-16 Team F @ Team E_161308,2,17:03,Player,Home,19,-69.462,14.36089,1.0,
2024-11-16 Team F @ Team E_161308,2,17:03,Player,Home,42,-77.87908,36.40862,1.0,
2024-11-16 Team F @ Team E_161308,2,17:03,Player,Home,46,-84.09515,5.974134,1.0,
2024-11-16 Team F @ Team E_161308,2,17:03,Player,Away,64,-81.40046,24.51698,1.0,
2024-11-16 Team F @ Team E_161308,2,17:03,Player,Away,Go,-86.56593,1.205001,1.0,
2024-11-16 Team F @ Team E_161308,2,17:03,Player,Away,55,-80.10488,0.8573589,1.0,
2024-11-16 Team F @ Team E_161308,2,17:03,Player,Away,21,-59.41544,-6.481662,1.0,
2024-11-16 Team F @ Team E_161308,2,17:03,Player,Away,91,-68.87508,20.59911,1.0,
2024-11-16 Team F @ Team E_161308,2,17:03,Puck,,,-86.67442,34.88974,0.06557377,
2024-11-16 Team F @ Team E_161309,2,17:03,Player,Home,36,-70.94256,-22.27407,1.0,
2024-11-16 Team F @ Team E_161309,2,17:03,Player,Home,19,-69.79459,14.74977,1.0,
2024-11-16 Team F @ Team E_161309,2,17:03,Player,Home,42,-78.23895,36.09678,1.0,
2024-11-16 Team F @ Team E_161309,2,17:03,Player,Home,46,-84.52499,6.069898,1.0,
2024-11-16 Team F @ Team E_161309,2,17:03,Player,Away,64,-81.60278,25.19379,1.0,
2024-11-16 Team F @ Team E_161309,2,17:03,Player,Away,Go,-86.63318,1.128419,1.0,
2024-11-16 Team F @ Team E_161309,2,17:03,Player,Away,55,-80.22318,0.7890574,1.0,
2024-11-16 Team F @ Team E_161309,2,17:03,Player,Away,21,-59.86128,-6.145452,1.0,
2024-11-16 Team F @ Team E_161309,2,17:03,Player,Away,91,-69.16429,21.02478,1.0,
2024-11-16 Team F @ Team E_161309,2,17:03,Puck,,,-86.82665,34.88433,0.06557377,
2024-11-16 Team F @ Team E_161310,2,17:03,Player,Home,36,-70.90272,-22.17691,1.0,
2024-11-16 Team F @ Team E_161310,2,17:03,Player,Home,19,-69.91777,15.056,1.0,
2024-11-16 Team F @ Team E_161310,2,17:03,Player,Home,42,-78.45662,35.93439,1.0,
2024-11-16 Team F @ Team E_161310,2,17:03,Player,Home,46,-84.92196,6.277334,1.0,
2024-11-16 Team F @ Team E_161310,2,17:03,Player,Away,64,-81.49813,25.68199,1.0,
2024-11-16 Team F @ Team E_161310,2,17:03,Player,Away,Go,-86.58557,1.263737,1.0,
2024-11-16 Team F @ Team E_161310,2,17:03,Player,Away,55,-80.27508,0.8886307,1.0,
2024-11-16 Team F @ Team E_161310,2,17:03,Player,Away,21,-60.17331,-5.751282,1.0,
2024-11-16 Team F @ Team E_161310,2,17:03,Player,Away,91,-69.25721,21.33822,1.0,
2024-11-16 Team F @ Team E_161310,2,17:03,Puck,,,-86.82413,34.92528,0.06557377,
2024-11-16 Team F @ Team E_161311,2,17:03,Player,Home,36,-70.89452,-22.10495,1.0,
2024-11-16 Team F @ Team E_161311,2,17:03,Player,Home,19,-70.24049,15.54526,1.0,
2024-11-16 Team F @ Team E_161311,2,17:03,Player,Home,42,-78.63927,35.85964,1.0,
2024-11-16 Team F @ Team E_161311,2,17:03,Player,Home,46,-85.52763,6.579111,1.0,
2024-11-16 Team F @ Team E_161311,2,17:03,Player,Away,64,-81.53951,26.16415,1.0,
2024-11-16 Team F @ Team E_161311,2,17:03,Player,Away,Go,-86.53856,1.241888,1.0,
2024-11-16 Team F @ Team E_161311,2,17:03,Player,Away,55,-80.40888,0.9731918,1.0,
2024-11-16 Team F @ Team E_161311,2,17:03,Player,Away,21,-60.51043,-5.394777,1.0,
2024-11-16 Team F @ Team E_161311,2,17:03,Player,Away,91,-69.43901,21.72209,1.0,
2024-11-16 Team F @ Team E_161311,2,17:03,Puck,,,-86.90757,34.9097,0.06557377,
2024-11-16 Team F @ Team E_161312,2,17:03,Player,Home,36,-70.88813,-22.02933,1.0,
2024-11-16 Team F @ Team E_161312,2,17:03,Player,Home,19,-70.42072,15.88259,1.0,
2024-11-16 Team F @ Team E_161312,2,17:03,Player,Home,42,-79.01941,36.25403,1.0,
2024-11-16 Team F @ Team E_161312,2,17:03,Player,Home,46,-86.00163,6.894098,1.0,
2024-11-16 Team F @ Team E_161312,2,17:03,Player,Away,64,-81.78144,26.83003,1.0,
2024-11-16 Team F @ Team E_161312,2,17:03,Player,Away,Go,-86.54668,1.334743,1.0,
2024-11-16 Team F @ Team E_161312,2,17:03,Player,Away,55,-80.47259,0.9556491,1.0,
2024-11-16 Team F @ Team E_161312,2,17:03,Player,Away,21,-60.89809,-4.935656,1.0,
2024-11-16 Team F @ Team E_161312,2,17:03,Player,Away,91,-69.5638,22.00274,1.0,
2024-11-16 Team F @ Team E_161312,2,17:03,Puck,,,-87.01334,34.91993,0.06557377,
2024-11-16 Team F @ Team E_161313,2,17:03,Player,Home,36,-70.97577,-21.93993,1.0,
2024-11-16 Team F @ Team E_161313,2,17:03,Player,Home,19,-70.70724,16.1984,1.0,
2024-11-16 Team F @ Team E_161313,2,17:03,Player,Home,42,-79.71404,36.92977,1.0,
2024-11-16 Team F @ Team E_161313,2,17:03,Player,Home,46,-85.99763,6.619531,1.0,
2024-11-16 Team F @ Team E_161313,2,17:03,Player,Away,64,-82.16331,27.49686,1.0,
2024-11-16 Team F @ Team E_161313,2,17:03,Player,Away,Go,-86.62947,1.389074,1.0,
2024-11-16 Team F @ Team E_161313,2,17:03,Player,Away,55,-80.62239,0.9493252,1.0,
2024-11-16 Team F @ Team E_161313,2,17:03,Player,Away,21,-61.21079,-4.687279,1.0,
2024-11-16 Team F @ Team E_161313,2,17:03,Player,Away,91,-69.78472,22.33385,1.0,
2024-11-16 Team F @ Team E_161313,2,17:03,Puck,,,-87.1816,34.85597,0.06557377,
2024-11-16 Team F @ Team E_161314,2,17:03,Player,Home,36,-70.93427,-21.91373,1.0,
2024-11-16 Team F @ Team E_161314,2,17:03,Player,Home,19,-70.77583,16.40583,1.0,
2024-11-16 Team F @ Team E_161314,2,17:03,Player,Home,42,-80.58383,37.35226,1.0,
2024-11-16 Team F @ Team E_161314,2,17:03,Player,Home,46,-85.95547,6.535285,1.0,
2024-11-16 Team F @ Team E_161314,2,17:03,Player,Away,64,-82.42108,28.23442,1.0,
2024-11-16 Team F @ Team E_161314,2,17:03,Player,Away,Go,-86.58573,1.484143,1.0,
2024-11-16 Team F @ Team E_161314,2,17:03,Player,Away,55,-80.67164,0.9820403,1.0,
2024-11-16 Team F @ Team E_161314,2,17:03,Player,Away,21,-61.47846,-4.321702,1.0,
2024-11-16 Team F @ Team E_161314,2,17:03,Player,Away,91,-69.88521,22.71938,1.0,
2024-11-16 Team F @ Team E_161314,2,17:03,Puck,,,-87.21724,34.81931,0.06557377,
2024-11-16 Team F @ Team E_161315,2,17:03,Player,Home,36,-70.95469,-21.87071,1.0,
2024-11-16 Team F @ Team E_161315,2,17:03,Player,Home,19,-71.04548,16.69522,1.0,
2024-11-16 Team F @ Team E_161315,2,17:03,Player,Home,42,-81.56455,37.74806,1.0,
2024-11-16 Team F @ Team E_161315,2,17:03,Player,Home,46,-86.17413,6.655577,1.0,
2024-11-16 Team F @ Team E_161315,2,17:03,Player,Away,64,-82.69878,28.8006,1.0,
2024-11-16 Team F @ Team E_161315,2,17:03,Player,Away,Go,-86.57692,1.446571,1.0,
2024-11-16 Team F @ Team E_161315,2,17:03,Player,Away,55,-80.74612,0.9177213,1.0,
2024-11-16 Team F @ Team E_161315,2,17:03,Player,Away,21,-61.7702,-4.076282,1.0,
2024-11-16 Team F @ Team E_161315,2,17:03,Player,Away,91,-70.15767,23.10502,1.0,
2024-11-16 Team F @ Team E_161315,2,17:03,Puck,,,-87.3935,34.74718,0.06557377,
2024-11-16 Team F @ Team E_161361,2,17:01,Player,Home,36,-70.13452,-22.00057,1.0,
2024-11-16 Team F @ Team E_161361,2,17:01,Player,Home,19,-78.44128,15.04318,1.0,
2024-11-16 Team F @ Team E_161361,2,17:01,Player,Home,42,-82.26396,36.75659,1.0,
2024-11-16 Team F @ Team E_161361,2,17:01,Player,Home,46,-96.44904,12.29242,1.0,
2024-11-16 Team F @ Team E_161361,2,17:01,Player,Away,64,-82.67931,31.48508,1.0,
2024-11-16 Team F @ Team E_161361,2,17:01,Player,Away,Go,-86.4379,0.4868705,1.0,
2024-11-16 Team F @ Team E_161361,2,17:01,Player,Away,55,-87.83373,7.62939,1.0,
2024-11-16 Team F @ Team E_161361,2,17:01,Player,Away,21,-75.4201,6.583767,1.0,
2024-11-16 Team F @ Team E_161361,2,17:01,Player,Away,91,-79.05663,20.76766,1.0,
2024-11-16 Team F @ Team E_161361,2,17:01,Puck,,,-92.23338,16.55416,0.06557377,
2024-11-16 Team F @ Team E_161362,2,17:01,Player,Home,36,-70.09069,-22.03777,1.0,
2024-11-16 Team F @ Team E_161362,2,17:01,Player,Home,19,-78.36036,14.60648,1.0,
2024-11-16 Team F @ Team E_161362,2,17:01,Player,Home,42,-82.00517,36.55347,1.0,
2024-11-16 Team F @ Team E_161362,2,17:01,Player,Home,46,-96.67531,12.6779,1.0,
2024-11-16 Team F @ Team E_161362,2,17:01,Player,Away,64,-82.45659,30.77304,1.0,
2024-11-16 Team F @ Team E_161362,2,17:01,Player,Away,Go,-86.45161,0.4965616,1.0,
2024-11-16 Team F @ Team E_161362,2,17:01,Player,Away,55,-87.94315,7.919872,1.0,
2024-11-16 Team F @ Team E_161362,2,17:01,Player,Away,21,-75.55721,6.536459,1.0,
2024-11-16 Team F @ Team E_161362,2,17:01,Player,Away,91,-78.89685,20.32935,1.0,
2024-11-16 Team F @ Team E_161362,2,17:01,Puck,,,-91.98022,16.68707,0.06557377,
2024-11-16 Team F @ Team E_161363,2,17:01,Player,Home,36,-70.10921,-22.02616,1.0,
2024-11-16 Team F @ Team E_161363,2,17:01,Player,Home,19,-78.34245,14.25681,1.0,
2024-11-16 Team F @ Team E_161363,2,17:01,Player,Home,42,-81.82344,36.54282,1.0,
2024-11-16 Team F @ Team E_161363,2,17:01,Player,Home,46,-96.87299,13.00566,1.0,
2024-11-16 Team F @ Team E_161363,2,17:01,Player,Away,64,-82.31403,30.29864,1.0,
2024-11-16 Team F @ Team E_161363,2,17:01,Player,Away,Go,-86.47134,0.5317682,1.0,
2024-11-16 Team F @ Team E_161363,2,17:01,Player,Away,55,-88.04213,8.230954,1.0,
2024-11-16 Team F @ Team E_161363,2,17:01,Player,Away,21,-75.73354,6.631095,1.0,
2024-11-16 Team F @ Team E_161363,2,17:01,Player,Away,91,-78.70078,19.88819,1.0,
2024-11-16 Team F @ Team E_161363,2,17:01,Puck,,,-91.74682,16.84668,0.06557377,
2024-11-16 Team F @ Team E_161364,2,17:01,Player,Home,36,-70.09056,-22.05556,1.0,
2024-11-16 Team F @ Team E_161364,2,17:01,Player,Home,19,-78.51193,14.03928,1.0,
2024-11-16 Team F @ Team E_161364,2,17:01,Player,Home,42,-81.75364,36.54475,1.0,
2024-11-16 Team F @ Team E_161364,2,17:01,Player,Home,46,-97.13151,13.24976,1.0,
2024-11-16 Team F @ Team E_161364,2,17:01,Player,Away,64,-82.17947,29.73992,1.0,
2024-11-16 Team F @ Team E_161364,2,17:01,Player,Away,Go,-86.45013,0.4941026,1.0,
2024-11-16 Team F @ Team E_161364,2,17:01,Player,Away,55,-88.09666,8.42896,1.0,
2024-11-16 Team F @ Team E_161364,2,17:01,Player,Away,21,-75.89016,6.714426,1.0,
2024-11-16 Team F @ Team E_161364,2,17:01,Player,Away,91,-78.59626,19.39488,1.0,
2024-11-16 Team F @ Team E_161364,2,17:01,Puck,,,-91.56731,16.98934,0.06557377,
2024-11-16 Team F @ Team E_161365,2,17:01,Player,Home,36,-70.13322,-21.99893,1.0,
2024-11-16 Team F @ Team E_161365,2,17:01,Player,Home,19,-78.63197,13.77804,1.0,
2024-11-16 Team F @ Team E_161365,2,17:01,Player,Home,42,-81.67291,36.584,1.0,
2024-11-16 Team F @ Team E_161365,2,17:01,Player,Home,46,-97.24911,13.36516,1.0,
2024-11-16 Team F @ Team E_161365,2,17:01,Player,Away,64,-81.9817,29.18515,1.0,
2024-11-16 Team F @ Team E_161365,2,17:01,Player,Away,Go,-86.47816,0.5057666,1.0,
2024-11-16 Team F @ Team E_161365,2,17:01,Player,Away,55,-88.21449,8.666603,1.0,
2024-11-16 Team F @ Team E_161365,2,17:01,Player,Away,21,-76.10384,6.864455,1.0,
2024-11-16 Team F @ Team E_161365,2,17:01,Player,Away,91,-78.66629,19.12292,1.0,
2024-11-16 Team F @ Team E_161365,2,17:01,Puck,,,-91.37721,17.13308,0.06557377,
2024-11-16 Team F @ Team E_161366,2,17:01,Player,Home,36,-70.08823,-22.03911,1.0,
2024-11-16 Team F @ Team E_161366,2,17:01,Player,Home,19,-78.72456,13.47332,1.0,
2024-11-16 Team F @ Team E_161366,2,17:01,Player,Home,42,-81.4577,36.48023,1.0,
2024-11-16 Team F @ Team E_161366,2,17:01,Player,Home,46,-97.43534,13.49475,1.0,
2024-11-16 Team F @ Team E_161366,2,17:01,Player,Away,64,-81.93819,28.8838,1.0,
2024-11-16 Team F @ Team E_161366,2,17:01,Player,Away,Go,-86.42344,0.4335065,1.0,
2024-11-16 Team F @ Team E_161366,2,17:01,Player,Away,55,-88.26783,8.783239,1.0,
2024-11-16 Team F @ Team E_161366,2,17:01,Player,Away,21,-76.24786,6.931259,1.0,
2024-11-16 Team F @ Team E_161366,2,17:01,Player,Away,91,-78.60859,18.7094,1.0,
2024-11-16 Team F @ Team E_161366,2,17:01,Puck,,,-91.15705,17.26751,0.06557377,
2024-11-16 Team F @ Team E_161367,2,17:01,Player,Home,36,-70.12098,-21.9925,1.0,
2024-11-16 Team F @ Team E_161367,2,17:01,Player,Home,19,-78.81203,13.17901,1.0,
2024-11-16 Team F @ Team E_161367,2,17:01,Player,Home,42,-81.22754,36.32472,1.0,
2024-11-16 Team F @ Team E_161367,2,17:01,Player,Home,46,-97.67741,13.65171,1.0,
2024-11-16 Team F @ Team E_161367,2,17:01,Player,Away,64,-81.88403,28.58791,1.0,
2024-11-16 Team F @ Team E_161367,2,17:01,Player,Away,Go,-86.41403,0.4536783,1.0,
2024-11-16 Team F @ Team E_161367,2,17:01,Player,Away,55,-88.33393,8.846878,1.0,
2024-11-16 Team F @ Team E_161367,2,17:01,Player,Away,21,-76.36728,6.985505,1.0,
2024-11-16 Team F @ Team E_161367,2,17:01,Player,Away,91,-78.51311,18.25862,1.0,
2024-11-16 Team F @ Team E_161367,2,17:01,Puck,,,-90.93754,17.42826,0.06557377,
2024-11-16 Team F @ Team E_161368,2,17:01,Player,Home,36,-70.05547,-22.02237,1.0,
2024-11-16 Team F @ Team E_161368,2,17:01,Player,Home,19,-78.89796,12.86695,1.0,
2024-11-16 Team F @ Team E_161368,2,17:01,Player,Home,42,-81.03711,36.31272,1.0,
2024-11-16 Team F @ Team E_161368,2,17:01,Player,Home,46,-97.78872,13.71567,1.0,
2024-11-16 Team F @ Team E_161368,2,17:01,Player,Away,64,-81.72974,28.13887,1.0,
2024-11-16 Team F @ Team E_161368,2,17:01,Player,Away,Go,-86.32711,0.4100613,1.0,
2024-11-16 Team F @ Team E_161368,2,17:01,Player,Away,55,-88.41767,8.85494,1.0,
2024-11-16 Team F @ Team E_161368,2,17:01,Player,Away,21,-76.46708,7.019246,1.0,
2024-11-16 Team F @ Team E_161368,2,17:01,Player,Away,91,-78.36288,17.80506,1.0,
2024-11-16 Team F @ Team E_161368,2,17:01,Puck,,,-90.70016,17.59286,0.06557377,
2024-11-16 Team F @ Team E_161519,2,16:55,Player,Home,42,-28.34568,40.10662,1.0,
2024-11-16 Team F @ Team E_161519,2,16:55,Player,Home,20,14.47747,32.02712,1.0,
2024-11-16 Team F @ Team E_161519,2,16:55,Player,Away,21,-21.13321,3.531151,1.0,
2024-11-16 Team F @ Team E_161519,2,16:55,Player,Away,91,-0.3689515,27.60753,1.0,
2024-11-16 Team F @ Team E_161519,2,16:55,Puck,,,34.62892,36.00269,0.06557377,
2024-11-16 Team F @ Team E_161520,2,16:55,Player,Home,42,-28.23433,40.08682,1.0,
2024-11-16 Team F @ Team E_161520,2,16:55,Player,Home,20,15.1805,32.16441,1.0,
2024-11-16 Team F @ Team E_161520,2,16:55,Player,Away,21,-20.50538,3.668524,1.0,
2024-11-16 Team F @ Team E_161520,2,16:55,Player,Away,91,0.323976,27.59936,1.0,
2024-11-16 Team F @ Team E_161520,2,16:55,Puck,,,35.57292,35.96151,0.06557377,
2024-11-16 Team F @ Team E_161521,2,16:55,Player,Home,42,-28.11053,40.13852,1.0,
2024-11-16 Team F @ Team E_161521,2,16:55,Player,Home,20,15.87667,32.30505,1.0,
2024-11-16 Team F @ Team E_161521,2,16:55,Player,Away,21,-19.9674,3.940161,1.0,
2024-11-16 Team F @ Team E_161521,2,16:55,Player,Away,91,1.03479,27.78689,1.0,
2024-11-16 Team F @ Team E_161521,2,16:55,Puck,,,36.23803,35.94495,0.06557377,
2024-11-16 Team F @ Team E_161522,2,16:55,Player,Home,42,-27.98599,40.04456,1.0,
2024-11-16 Team F @ Team E_161522,2,16:55,Player,Home,20,16.59506,32.77392,1.0,
2024-11-16 Team F @ Team E_161522,2,16:55,Player,Away,21,-19.46704,4.272843,1.0,
2024-11-16 Team F @ Team E_161522,2,16:55,Player,Away,91,1.759758,27.90265,1.0,
2024-11-16 Team F @ Team E_161522,2,16:55,Puck,,,36.74289,36.02354,0.06557377,
2024-11-16 Team F @ Team E_161523,2,16:55,Player,Home,42,-27.85123,39.81305,1.0,
2024-11-16 Team F @ Team E_161523,2,16:55,Player,Home,20,17.38159,33.31705,1.0,
2024-11-16 Team F @ Team E_161523,2,16:55,Player,Away,21,-19.00353,4.683878,1.0,
2024-11-16 Team F @ Team E_161523,2,16:55,Player,Away,91,2.507842,28.22223,1.0,
2024-11-16 Team F @ Team E_161523,2,16:55,Puck,,,37.32505,36.07416,0.06557377,
2024-11-16 Team F @ Team E_161524,2,16:55,Player,Home,42,-27.74867,39.56266,1.0,
2024-11-16 Team F @ Team E_161524,2,16:55,Player,Home,20,18.24214,33.92413,1.0,
2024-11-16 Team F @ Team E_161524,2,16:55,Player,Away,21,-18.58336,5.108354,1.0,
2024-11-16 Team F @ Team E_161524,2,16:55,Player,Away,91,3.273352,28.33602,1.0,
2024-11-16 Team F @ Team E_161524,2,16:55,Puck,,,37.93669,35.97842,0.06557377,
2024-11-16 Team F @ Team E_161525,2,16:55,Player,Home,42,-27.68019,39.70518,1.0,
2024-11-16 Team F @ Team E_161525,2,16:55,Player,Home,20,19.04057,34.46649,1.0,
2024-11-16 Team F @ Team E_161525,2,16:55,Player,Away,21,-18.10507,5.55799,1.0,
2024-11-16 Team F @ Team E_161525,2,16:55,Player,Away,91,4.004879,28.5963,1.0,
2024-11-16 Team F @ Team E_161525,2,16:55,Puck,,,38.41239,35.81833,0.06557377,
2024-11-16 Team F @ Team E_161526,2,16:55,Player,Home,42,-27.59655,39.80265,1.0,
2024-11-16 Team F @ Team E_161526,2,16:55,Player,Home,20,19.79198,34.77134,1.0,
2024-11-16 Team F @ Team E_161526,2,16:55,Player,Away,21,-17.63628,6.154492,1.0,
2024-11-16 Team F @ Team E_161526,2,16:55,Player,Away,91,4.765777,28.71518,1.0,
2024-11-16 Team F @ Team E_161526,2,16:55,Puck,,,38.98114,35.77406,0.06557377,
2024-11-16 Team F @ Team E_161527,2,16:55,Player,Home,20,20.6168,35.10862,1.0,
2024-11-16 Team F @ Team E_161527,2,16:55,Player,Home,,-7.684626,37.98249,1.0,
2024-11-16 Team F @ Team E_161527,2,16:55,Player,Away,21,-17.13935,6.659853,1.0,
2024-11-16 Team F @ Team E_161527,2,16:55,Player,Away,91,5.472216,28.88901,1.0,
2024-11-16 Team F @ Team E_161527,2,16:55,Puck,,,39.5877,35.76262,0.06557377,
2024-11-16 Team F @ Team E_161528,2,16:55,Player,Home,20,21.46007,35.27059,1.0,
2024-11-16 Team F @ Team E_161528,2,16:55,Player,Home,,-7.507535,38.00288,1.0,
2024-11-16 Team F @ Team E_161528,2,16:55,Player,Away,21,-16.69921,7.197925,1.0,
2024-11-16 Team F @ Team E_161528,2,16:55,Player,Away,91,6.186951,29.21772,1.0,
2024-11-16 Team F @ Team E_161528,2,16:55,Puck,,,40.22787,35.84659,0.06557377,
2024-11-16 Team F @ Team E_161529,2,16:55,Player,Home,20,22.34249,35.29937,1.0,
2024-11-16 Team F @ Team E_161529,2,16:55,Player,Home,,-7.352203,37.65295,1.0,
2024-11-16 Team F @ Team E_161529,2,16:55,Player,Away,21,-16.14467,7.611478,1.0,
2024-11-16 Team F @ Team E_161529,2,16:55,Player,Away,91,6.907948,29.41387,1.0,
2024-11-16 Team F @ Team E_161529,2,16:55,Puck,,,40.83318,35.83357,0.06557377,
2024-11-16 Team F @ Team E_161530,2,16:55,Player,Home,20,23.22015,35.1498,1.0,
2024-11-16 Team F @ Team E_161530,2,16:55,Player,Home,,-7.207927,37.18836,1.0,
2024-11-16 Team F @ Team E_161530,2,16:55,Player,Away,21,-15.41447,8.070702,1.0,
2024-11-16 Team F @ Team E_161530,2,16:55,Player,Away,91,7.620577,29.74921,1.0,
2024-11-16 Team F @ Team E_161530,2,16:55,Puck,,,41.41987,35.75452,0.06557377,
2024-11-16 Team F @ Team E_161531,2,16:55,Player,Home,20,24.12207,34.87564,1.0,
2024-11-16 Team F @ Team E_161531,2,16:55,Player,Home,,-7.098846,36.64672,1.0,
2024-11-16 Team F @ Team E_161531,2,16:55,Player,Away,21,-14.61707,8.630767,1.0,
2024-11-16 Team F @ Team E_161531,2,16:55,Player,Away,91,8.328324,29.95251,1.0,
2024-11-16 Team F @ Team E_161531,2,16:55,Puck,,,42.04396,35.69118,0.06557377,
